,Full Design,NFE,TargetRatioObjective,StiffnessObjective,FeasibilityScore,StabilityScore
139961,1.01E+35,2815,0.405319765,-0.067432965,0.4,0.8
140076,1.00E+35,3033,0.22184875,-0.205958737,0.6,0.4
140358,1.00E+35,3069,0.438200648,-0.117146527,0.4,1
140394,1.01E+35,3082,0.436634599,-0.049060329,0.4,0.8
140848,1.01E+35,2960,0.443479363,-0.1685164,0.4,1
141331,1.00E+35,3023,0.450160811,-0.077770655,0.4,0.9
141896,1.00E+35,2992,0.23340029,-0.157223378,0.6,0.6
141924,1.01E+35,3048,0.169241476,-0.41831779,0.8,0.8
142057,1.10E+34,3025,0.62184875,0.007945006,0.6,0.6
142401,1.01E+35,3160,0.2630949,-0.207193092,0.6,1
142405,1.01E+35,2937,0.463831602,-0.02692466,0.6,0.8
142471,1.01E+35,2933,1.278255549,0.278318543,0.4,0.9
142593,1.01E+35,2974,0.105189712,-0.280996972,1,1
143079,1.00E+35,3037,0.356843929,-0.361061134,0.6,1
143102,1.00E+33,2937,0.850180784,0.227787528,0.4,1
143150,1.00E+33,2914,0.64495183,0.032312686,0.6,0.8
143211,1.01E+35,3010,0.186332912,-0.478861572,0.8,1
143452,1.01E+35,3099,0.208815748,-0.502943528,0.8,1
143573,1.01E+35,2898,0.130538749,-0.315473796,0.8,1
143607,1.01E+35,2966,0.494611295,-0.199309751,0.4,1
144060,1.00E+35,3031,0.507763314,-0.16363842,0.4,1
144137,1.01E+35,2976,0.127350274,-0.322733026,0.8,1
144203,1.01E+35,1633,0.135778203,-0.358664156,0.8,1
144353,1.01E+35,1585,0.553463769,0.077614715,0.4,0.8
144528,1.01E+35,1681,0.154960885,-0.438605576,0.8,1
144573,1.00E+33,1601,0.312127042,-0.141115739,0.8,0.8
144608,1.00E+33,1675,0.35332615,-0.138216651,0.8,0.6
144806,1.00E+33,1609,0.279546699,-0.133396176,0.6,1
144856,1.11E+35,1607,0.597740009,0.397928486,0.4,0.3
145025,1.01E+35,1707,0.468805645,-0.189694976,0.4,0.8
145114,1.01E+35,1653,0.25138794,-0.237097117,0.6,1
145242,1.00E+33,1752,0.2,-0.311941467,1,0.6
145381,1.01E+35,1697,0.2691724,-0.503062607,0.8,1
145816,1.01E+35,1669,0.232388393,-0.22419609,0.6,0.8
145876,1.01E+35,1565,0.262825836,-0.235410257,0.6,0.8
146019,1.01E+35,1723,0.379936622,-0.327647303,0.6,0.8
146070,1.01E+35,1691,0.260716939,-0.233725419,0.6,0.8
146130,1.01E+35,1683,0.327374619,-0.297958444,0.6,1
146190,1.01E+35,1628,0.296910013,-0.269309548,0.8,0.7
146655,1.01E+35,1651,0.533784488,0.070545671,0.4,0.8
146761,1.01E+35,1600,0.408479652,-0.048104831,0.4,0.8
147183,1.01E+35,1618,0.477798404,-0.025151734,0.4,0.8
147403,1.00E+33,1607,0.528025111,0.052928216,0.4,0.8
148341,1.01E+35,1645,0.200353236,-0.305389998,0.8,0.8
148483,1.01E+35,1609,0.250590985,-0.254117659,0.8,0.8
148553,1.01E+35,1685,0.391111687,-0.40073113,0.6,1
148851,1.01E+35,1648,0.497584707,-0.233257535,0.4,0.8
148897,1.00E+33,1306,0.015219272,-0.392761956,1,1
149560,1.00E+33,1335,0.005656879,-0.402020715,1,0.8
149890,1.00E+33,1313,0.023868432,-0.352159533,1,1
149923,1.10E+35,1173,0.597940009,-0.382098582,0.4,0.8
150043,1.01E+35,1226,0.421998214,-0.078787487,0.6,0.9
150239,1.11E+35,1200,0.42164875,0.221839656,0.6,0.7
150305,1.01E+35,1361,0.109175358,-0.296019638,1,0.8
150331,1.00E+33,1392,0.185744041,-0.457039815,1,1
150443,1.01E+35,1386,0.126449203,-0.362035853,0.8,1
150457,1.00E+35,1236,0.533745173,-0.094499354,0.4,1
150539,1.10E+33,1293,0.296710013,0.096896963,0.8,0.8
150626,1.00E+33,1345,0.101603123,-0.26584317,0.8,1
150630,1.00E+33,1376,0.597740009,0.397927407,0.4,0.9
150659,1.11E+35,1207,0.423363108,-0.025358298,0.4,0.8
150771,1.11E+35,1223,0.382928421,-0.2744261,0.6,0.8
150889,1.01E+35,1373,0.504046371,-0.237728937,0.4,1
151565,1.01E+35,1356,0.502411814,-0.201913245,0.4,1
152338,1.10E+35,1365,0.597740009,0.397926885,0.4,0.4
152828,1.00E+33,1313,0.176211655,-0.272136297,0.8,1
153285,1.11E+35,1206,0.424599762,-0.045822905,0.4,0.8
153295,1.11E+35,1202,0.40948807,-0.334510023,0.6,0.6
153556,1.00E+35,1341,0.597940009,-0.382098582,0.4,0.8
154413,1.01E+35,2226,0.459875512,-0.159825807,0.4,0.8
154426,1.01E+35,2205,0.42164875,0.221836909,0.6,0.8
154503,1.01E+35,2196,0.597940009,-0.307942344,0.4,0.3
154910,1.01E+35,2249,0.163469477,-0.54969234,1,0.8
154959,1.01E+35,2239,0.152028915,-0.264080619,0.8,1
154974,1.01E+35,2114,0.32184875,-0.248739486,0.6,0.6
155233,1.01E+35,2103,0.531273342,-0.243771221,0.4,0.6
155329,1.00E+33,2154,0.598089473,0.097303772,0.4,0.9
155491,1.10E+33,2305,0.29551845,-0.248263601,1,1
155632,1.01E+35,2250,0.494332028,-0.181697058,0.4,0.9
155740,1.01E+35,2161,0.533497747,-0.258245522,0.4,0.6
155968,1.01E+35,2218,0.482917898,-0.070234891,0.4,0.7
156360,1.01E+35,2246,0.181534219,-0.170701715,0.8,0.5
156406,1.01E+35,2045,0.42184875,-0.481336799,0.6,0.8
156421,1.01E+35,2171,0.531273342,-0.220483984,0.4,0.6
156714,1.01E+35,2150,0.41776128,0.085375759,0.4,0.9
157062,1.01E+35,2296,0.541122622,-0.277695228,0.4,1
157212,1.01E+35,2057,0.487065871,-0.211103176,0.4,0.8
157230,1.01E+35,2181,0.315718936,-0.21735637,0.6,0.8
157283,1.01E+35,2255,0.277088741,-0.325168281,0.8,0.6
157457,1.00E+33,2280,0.1998,-1.78E-05,1,0.2
157530,1.01E+35,2125,0.296910013,-0.425965804,0.8,0.4
157534,1.01E+35,2245,0.42184875,-0.301027067,0.6,0.4
157570,1.01E+35,2110,0.510300688,-0.11295001,0.4,0.8
157635,1.01E+35,2138,0.483105766,-0.038532659,0.4,0.9
158611,1.01E+35,2234,0.399476365,0.059434235,0.4,0.7
158699,1.01E+35,2144,0.07322649,-0.528866101,1,1
158709,1.01E+35,1944,0.397940009,-0.099609869,0.4,1
158809,1.01E+35,2208,0.2,-0.5869596,1,0.7
158811,1.00E+33,2210,0.038499583,-0.327784768,1,0.8
158812,1.01E+35,1797,0.436571429,-0.033822856,0.4,1
158843,1.01E+35,1886,0.61988179,0.129042708,0.4,1
158852,1.01E+35,1721,0.4322258,-0.006234671,0.4,0.9
158920,1.01E+35,1801,0.485006589,-0.147867448,0.4,1
159019,1.01E+35,1663,0.269679345,-0.255440957,0.6,0.7
159023,1.01E+35,1706,0.452047472,-0.051828819,0.4,0.7
159039,1.01E+35,1893,0.127713289,-0.433947925,0.8,1
159084,1.01E+35,1857,0.481285706,-0.125709346,0.4,1
159086,1.00E+35,1830,0.510300688,-0.11295001,0.4,0.9
159122,1.01E+35,1791,0.298066945,-0.290620613,0.6,0.8
159156,1.01E+35,2000,0.148857756,-0.244118095,0.8,0.8
159185,1.00E+35,1833,0.152028915,-0.264080619,0.8,1
159284,1.01E+35,1791,0.398980972,-0.038257296,0.6,1
159314,1.01E+35,1802,0.598089473,0.097303772,0.4,0.9
159410,1.00E+35,1845,0.291159859,-0.172097696,0.6,1
159493,1.01E+35,2281,0.037371556,-0.46764395,1,1
159507,1.01E+35,1922,0.230137262,-0.221480223,0.8,1
159565,1.01E+35,2206,0.068168797,-0.484055994,1,1
159661,1.01E+35,1799,0.61988179,0.129042708,0.4,1
159679,1.01E+35,2289,0.047830596,-0.499391178,1,0.6
159964,1.00E+35,1826,0.588837945,-0.172333997,0.4,1
159996,1.01E+35,1962,0.162251499,-0.265157875,0.8,1
160031,1.01E+35,1807,0.170401882,-0.264080619,0.8,0.9
160136,1.01E+35,1813,0.245834439,-0.163447138,0.6,0.7
160214,1.01E+35,1686,0.519799201,0.087410592,0.4,1
160374,1.01E+35,1880,0.604987491,0.133261041,0.4,1
160398,1.00E+35,1692,0.597740009,0.397929035,0.4,0.9
160416,1.00E+35,1872,0.492568663,0.116989732,0.4,1
160533,1.00E+35,1813,0.411938114,-0.356878162,0.6,0.8
160792,1.01E+35,2665,0,-0.423824823,1,0.9
160963,1.01E+35,1933,0.278919323,-0.370180132,0.6,1
161034,1.01E+35,1725,0.275956213,-0.227920078,0.6,0.7
161106,1.01E+35,2033,0.281980622,-0.326903747,0.6,1
161123,1.01E+35,1811,0.305841676,-0.122007015,0.6,1
161140,1.00E+35,1893,0.441990178,0.121293681,0.4,1
161183,1.00E+35,1823,0.484061573,-0.061978459,0.4,0.9
161468,1.01E+35,1842,0.421497654,-0.021019315,0.4,1
161663,1.00E+35,1843,0.402027478,-0.158995128,0.6,0.6
162095,1.01E+35,1981,0.108518756,-0.37325915,0.8,1
162256,1.01E+35,2023,0.229406999,-0.529471186,0.8,1
162307,1.00E+35,1993,0.531878941,-0.15606842,0.4,1
162462,1.11E+35,1703,0.42164875,0.221838228,0.6,0.6
162477,1.01E+35,1690,0.42164875,0.221837776,0.6,0.7
162479,1.01E+35,2016,0.465815101,-0.162516992,0.4,1
162778,1.01E+35,1866,0.494332028,-0.148964372,0.4,0.8
162843,1.01E+35,2036,0.263287443,-0.290347221,0.6,1
162844,1.00E+35,2041,0.205280599,-0.45263037,0.8,1
162947,1.00E+35,1821,0.188897434,-0.164224626,0.8,0.8
163024,1.01E+35,1994,0.262076765,-0.489549333,0.8,1
163036,1.01E+35,2256,0.041437798,-0.471102552,1,1
163116,1.00E+35,1296,0.597940009,-0.30066968,0.4,1
163117,1.00E+35,1191,0.597740009,0.397928692,0.4,0.8
163121,1.01E+35,1493,0.096910013,-0.313317056,0.8,1
163164,1.00E+35,1451,0.145001207,-0.573899414,1,1
163225,1.01E+35,1467,0,-0.441382614,1,1
163265,1.01E+35,1463,0.473968235,0.016865789,0.4,1
163278,1.01E+35,1376,0.048036393,-0.381727357,1,1
163331,1.01E+35,1347,0.241051984,-0.321360047,0.8,0.6
163451,1.00E+33,1325,0.1998,-1.55E-05,1,0.6
163493,1.00E+35,1466,0.1998,-1.38E-05,1,0.8
163524,1.01E+35,1579,0.038733343,-0.473411383,1,1
163542,1.01E+35,1352,0.544721504,-0.199357589,0.4,1
163666,1.00E+35,1401,0.1998,-1.70E-05,1,0.6
163681,1.00E+35,1278,0.42164875,0.221837636,0.6,1
163718,1.00E+35,1499,0.113554344,-0.246000672,1,0.8
163719,1.00E+35,1325,0.1998,-1.73E-05,1,0.6
163759,1.10E+26,1294,0.1998,-1.73E-05,1,0.5
163814,1.00E+35,1404,0.1998,-1.46E-05,1,0.8
163879,1.01E+35,1417,8.88E-17,-0.434585956,1,1
163902,1.01E+35,1580,0,-0.477435507,1,0.9
163903,1.00E+35,1308,0.296710013,0.096897597,0.8,0.7
164007,1.01E+35,1388,0.045959434,-0.350206121,1,1
164070,1.01E+35,1411,0.126434262,-0.5026819,1,1
164130,1.00E+35,1471,0.32730914,-0.198975021,0.6,0.5
164176,1.11E+27,1302,0.1998,-1.86E-05,1,0.6
164197,1.11E+35,1509,0.573815979,-0.3428279,0.4,1
164248,1.00E+33,1337,0.1998,-1.82E-05,1,0.5
164313,1.01E+35,1541,0.253538153,-0.490535155,0.8,0.8
164405,1.10E+26,1360,0.296710013,0.09689513,0.8,0.6
164406,1.10E+33,1397,0.288457646,-0.102291671,0.6,1
164429,1.00E+35,1413,0.296710013,0.096896475,0.8,0.7
164436,1.00E+35,1376,0.361091559,-0.385661296,0.6,1
164466,1.10E+26,1395,0.1998,-1.49E-05,1,0.7
164516,1.11E+35,1476,0.516687511,-0.249458169,0.4,1
164517,1.01E+35,1563,0.047830596,-0.499391178,1,0.7
164648,1.00E+35,1249,0.42164875,0.221835626,0.6,0.6
164653,1.00E+35,1282,0.296710013,0.096895948,0.8,1
164709,1.00E+35,1342,0.1998,-1.96E-05,1,0.4
164746,1.01E+35,1426,0.226341526,-0.385578536,0.8,1
164842,1.00E+35,1378,0.1998,-1.82E-05,1,0.5
164868,1.00E+35,1246,0.42164875,0.221833509,0.6,0.7
164941,1.01E+35,1317,0.091987421,-0.261134639,1,0.6
165112,1.00E+35,1272,0.296710013,0.096896475,0.8,1
165234,1.01E+35,1569,0.045959434,-0.380261039,1,1
165235,1.10E+34,1430,0.296710013,0.09689618,0.8,0.8
165343,1.01E+35,1489,0.091866947,-0.540965212,1,1
165349,1.01E+35,1501,0.258694628,-0.23647954,0.6,1
165392,1.00E+33,1379,0.430248473,-0.133578458,1,0.7
165408,1.00E+35,1369,0.597740009,0.397929784,0.4,1
165432,1.00E+35,1395,0.551481747,-0.191261757,0.4,1
165493,1.01E+35,1450,0.397724719,-0.518919159,0.6,1
165551,1.01E+35,1403,0.409847391,-0.243849981,0.6,1
165597,1.00E+35,1358,0.296710013,0.096892696,0.8,0.7
165626,1.01E+35,1374,0.159404902,-0.531784754,1,1
165695,1.00E+35,1318,0.42164875,0.221832543,0.6,0.6
165716,1.01E+35,1366,0.107475622,-0.377881059,0.8,1
165880,1.00E+33,1321,0.1998,-1.55E-05,1,0.6
165912,1.00E+35,1490,0.296710013,0.096900074,0.8,1
165996,1.01E+35,1534,0.096910013,-0.323945651,0.8,1
166198,1.00E+35,1292,0.590800505,-0.256371293,0.4,0.9
166237,1.00E+35,1182,0.597740009,0.397929784,0.4,0.8
166292,1.01E+35,1353,0.122111023,-0.315842964,1,0.8
166334,1.00E+35,1374,0.1998,-2.19E-05,1,0.2
166386,1.00E+35,1303,0.526260177,-0.023821356,0.4,1
166396,1.11E+27,1338,0.296710013,0.096897597,0.8,0.8
166411,1.01E+35,1562,0.148017966,-0.582071189,1,1
166530,1.00E+35,1481,0.296710013,0.096898547,0.8,0.9
166556,1.00E+33,1393,0.289644616,-0.101044579,0.8,1
166870,1.00E+35,1305,0.296710013,0.096892696,0.8,0.7
166975,1.01E+35,1487,0.096910013,-0.323945651,0.8,1
167032,1.00E+35,1333,0.296710013,0.09689563,0.8,0.6
167113,1.01E+35,1484,0.2,-0.311941467,1,0.5
167132,1.01E+35,1571,0,-0.423824823,1,0.7
167135,1.01E+35,1345,0.027519094,-0.230173572,1,0.8
167136,1.01E+35,1518,0.153553201,-0.393553663,0.8,1
167169,1.11E+35,1368,0.541687668,-0.173495944,0.4,0.8
167314,1.00E+35,1366,0.1998,-2.34E-05,1,0.5
167331,1.00E+35,1209,0.42164875,0.221836086,0.6,0.7
167337,1.00E+35,1331,0.379987055,-0.432049519,0.6,1
167339,1.00E+35,1323,0.296710013,0.096895948,0.8,0.5
167396,1.00E+27,1499,2.44E-16,-0.105448235,1,0.8
167400,1.00E+35,1384,0.296710013,0.096897163,0.8,1
167470,1.01E+35,1399,0.251112986,-0.406711004,0.8,0.8
169225,1.00E+35,1736,0.504083204,-0.192562518,0.4,0.8
169564,1.00E+35,1848,0.296710013,0.096889312,0.8,0.1
169682,1.01E+33,1898,0.519799201,0.087410592,0.4,1
170778,1.01E+35,1791,0.397940009,-0.109620304,0.4,0.9
171864,1.01E+35,1900,0.09763129,-0.408516642,0.8,1
171983,1.00E+35,1545,0.188154359,-0.540684536,1,0.9
171995,1.11E+35,1047,0.236529133,-0.111994341,0.6,0.9
172015,1.10E+35,1178,0.523582051,-0.164050257,0.4,1
172026,1.10E+35,1233,0.40602651,-0.51645928,0.6,1
172059,1.00E+35,1354,0.191294514,-0.6794007,1,1
172064,1.11E+34,983,0.1998,-1.22E-05,1,0.8
172095,1.01E+35,1328,0.16211216,-0.426438476,1,0.8
172127,1.10E+35,1074,0.42184875,-0.533003389,0.6,0.8
172130,1.10E+34,1088,0.320013093,-0.102012562,0.8,0.5
172136,1.11E+35,1297,0.121526035,-0.36824084,0.8,0.8
172144,1.01E+35,1141,0.001057227,-0.386674079,1,0.8
172168,1.11E+34,913,0.597740009,0.397930441,0.4,0.8
172185,1.11E+35,1271,0.16889155,-0.225686922,0.8,0.8
172200,1.01E+35,1604,0.014630684,-0.380108707,1,1
172203,1.11E+34,1035,0.459267055,-0.092159775,0.4,0.8
172212,1.11E+35,1204,0.153395847,-0.402918783,0.8,0.8
172219,1.00E+35,1484,0.2,-0.467572621,1,0.9
172227,1.01E+35,1177,0.467653664,0.066401761,0.4,1
172239,1.00E+35,1440,0.238919298,-0.488626102,0.8,1
172256,1.11E+35,1122,0.150838724,-0.392379523,0.8,0.8
172266,1.00E+35,1505,0.1789147,-0.632334168,1,1
172326,1.10E+35,1218,0.350718344,-0.245008149,0.6,1
172329,1.01E+35,1456,0.082544601,-0.557685548,1,1
172356,1.01E+35,1468,0.042122518,-0.441703287,1,0.9
172424,1.11E+35,1334,0.270912191,-0.436184565,0.8,0.9
172462,1.11E+34,712,0.597740009,0.397927773,0.4,0.8
172505,1.11E+35,1230,0.340950632,-0.294149838,0.6,0.9
172539,1.01E+35,1697,0.000907744,-0.40636165,1,0.8
172593,1.10E+35,1049,0.597940009,-0.228282021,0.4,0.6
172643,1.01E+35,1426,0.0456119,-0.471025631,1,0.9
172704,1.11E+35,1036,0.467069715,-0.121199738,0.4,0.8
172744,1.00E+35,1377,0.192479496,-0.671517423,1,1
172756,1.00E+35,1454,0.157291074,-0.457167039,1,0.8
172780,1.10E+35,1105,0.597740009,0.397926885,0.4,0.5
172855,1.10E+35,1153,0.271362097,-0.435033462,0.8,0.8
172902,1.01E+35,1330,0.13589987,-0.26902149,0.8,1
173008,1.10E+35,1126,0.574439531,-0.291931005,0.4,1
173018,1.00E+35,1347,0.184143094,-0.44041449,1,0.8
173141,1.10E+35,1206,0.414967429,-0.52354419,0.6,1
173293,1.11E+35,1096,0.159741868,-0.394619423,0.8,0.8
173337,1.10E+35,1174,0.398348272,-0.468022264,0.6,1
173345,1.11E+35,1109,0.09796724,-0.262271143,0.8,0.7
173391,1.01E+35,1328,0.128101133,-0.346699109,0.8,1
173418,1.11E+34,692,0.452182836,-0.074484459,0.4,0.8
173422,1.10E+35,1204,0.258964169,-0.394864474,0.8,1
173447,1.11E+35,1249,0.125060909,-0.354671937,0.8,0.6
173453,1.11E+35,1279,0.09796724,-0.238428249,0.8,1
173465,1.00E+35,1597,0.148017966,-0.582071189,1,1
173483,1.00E+34,1071,0.296910013,-0.36253033,0.8,0.8
173556,1.10E+34,1076,0.1998,-1.15E-05,1,0.8
173611,1.10E+34,997,0.1998,-1.38E-05,1,0.6
173673,1.10E+35,1173,0.41117302,-0.287094089,0.6,1
173683,1.01E+35,1422,0.150449979,-0.426439318,0.8,1
173703,1.11E+35,1122,0.236529133,-0.091735284,0.6,1
173741,1.01E+35,1848,0,-0.462192118,1,0.8
173844,1.11E+35,1148,0.443444609,-0.043427049,0.4,1
173986,1.10E+35,1273,0.266672438,-0.459617206,0.8,0.8
174050,1.10E+35,1163,0.402783806,-0.461807942,0.6,1
174093,1.10E+34,1151,0.1998,-1.15E-05,1,0.8
174111,1.01E+35,1854,0.001881722,-0.450690274,1,0.9
174126,1.11E+35,1170,0.331581786,-0.442139254,0.6,1
174145,1.10E+34,1107,0.296710013,0.096899667,0.8,0.8
174159,1.00E+35,1478,0.159404902,-0.531784754,1,1
174236,1.10E+35,1087,0.597740009,0.397927773,0.4,0.8
174262,1.01E+35,1381,0.136667603,-0.457167039,1,0.8
174276,1.11E+35,1227,0.285734227,-0.310830935,0.6,0.7
174303,1.00E+35,1529,0.188154359,-0.540684536,1,0.9
174306,1.01E+35,1212,0.111590396,-0.259990596,0.8,1
174372,1.00E+33,1030,0.397940009,0.001596524,0.4,1
174450,1.01E+34,1244,0.26127234,-0.322383463,0.8,0.8
174509,1.11E+35,1059,0.490953699,-0.225030587,0.4,0.8
174519,1.00E+35,1633,0.159404902,-0.531784754,1,1
174572,1.10E+35,1491,0.394952789,-0.468182697,0.6,1
174589,1.11E+35,1058,0.493848553,-0.173866183,0.4,0.8
174629,1.10E+35,1196,0.35397166,-0.2224753,0.6,1
174690,1.00E+35,1409,0.223337443,-0.49220881,0.8,1
174767,1.01E+35,1474,0.071981537,-0.348947208,1,0.8
174838,1.01E+35,1259,0.188899371,-0.216408363,0.8,0.8
174846,1.11E+34,1023,0.296710013,0.096900446,0.8,0.8
174924,1.01E+35,1293,0.16889155,-0.252037195,0.8,0.8
174935,1.10E+35,1097,0.597940009,-0.140823908,0.4,0.8
174984,1.10E+35,1143,0.401465563,-0.394532454,0.6,1
175100,1.11E+35,1182,0.238259431,-0.201287109,0.6,1
175102,1.11E+34,1085,0.1998,-1.46E-05,1,0.8
175109,1.00E+35,1193,0.16,-0.406091728,1,0.8
175154,1.11E+35,926,0.4757287,-0.151412073,0.4,0.6
175203,1.00E+35,1361,0.296910013,-0.529868235,0.8,0.8
175265,1.11E+34,920,0.296710013,0.096899496,0.8,0.8
175287,1.01E+35,1150,0.400233574,-0.038450264,0.4,1
175299,1.01E+35,1464,0.022834641,-0.348761475,1,1
175341,1.11E+35,1111,0.109338795,-0.337724418,0.8,1
175407,1.01E+35,1202,0.145262257,-0.35168487,0.8,0.8
175414,1.00E+35,1659,0.156229207,-0.618695743,1,1
175501,1.11E+34,1121,0.234695286,-0.180863927,0.6,1
175586,1.01E+35,1295,0.1420376,-0.248474205,0.8,1
175592,1.11E+34,1038,0.106403203,-0.26882309,0.8,0.8
175616,1.11E+35,1263,0.10380759,-0.317470346,0.8,1
175690,1.11E+35,1187,0.502027134,-0.248491384,0.4,1
175694,1.11E+35,1155,0.249254242,-0.230702979,0.6,1
175814,1.01E+35,1627,0.001057227,-0.386674079,1,0.8
175891,1.01E+35,1308,0.266185325,-0.394868119,0.8,0.9
175975,1.11E+35,1284,0.275787871,-0.120867268,0.6,1
175985,1.01E+35,1215,0.266992882,-0.134172419,0.6,1
176020,1.10E+34,1010,0.296710013,0.096898336,0.8,0.6
176102,1.11E+35,1049,0.46462132,-0.176095296,0.4,0.9
176133,1.00E+35,1552,0.168682397,-0.623434046,1,1
176215,1.01E+35,1570,0.0456119,-0.471025631,1,0.9
176317,1.00E+35,1547,0.160286856,-0.493226168,1,0.9
176360,1.10E+34,983,0.288515416,-0.273763243,0.6,0.8
176442,1.00E+33,1169,0.296710013,0.096898009,0.8,0.8
176593,1.01E+35,1188,0.441549592,0.042524836,0.4,1
176697,1.01E+35,1339,0.009208109,-0.378506482,1,1
176712,1.11E+35,1161,0.435518532,0.00304746,0.4,0.9
176735,1.11E+34,995,0.296710013,0.096897778,0.8,0.8
176828,1.11E+35,1153,0.425808909,-0.005368094,0.4,1
176907,1.10E+34,1045,0.597740009,0.39792904,0.4,0.7
176965,1.11E+35,1080,0.597740009,0.397928842,0.4,0.5
177038,1.01E+35,1304,0.145446371,-0.203832252,0.8,0.8
177181,1.11E+34,1214,0.449343271,-0.065523925,0.4,1
177207,1.11E+35,1236,0.097817757,-0.283198694,0.8,0.8
177209,1.00E+35,1452,0.272473396,-0.514575755,0.8,1
177277,1.00E+35,1516,0.18763932,-0.5869596,1,0.7
177378,1.01E+35,1115,0.176350974,-0.223694437,1,0.7
177448,1.01E+35,2335,0.424599762,-0.045822905,0.4,0.8
177639,1.01E+35,2395,0.222139723,-0.263114384,1,1
177647,1.01E+35,2589,0.160400201,-0.199609416,0.8,1
177744,1.01E+35,2576,0.09796724,-0.3024251,0.8,1
177992,1.01E+35,2514,0.316140208,-0.126798691,0.6,1
178044,1.01E+35,2423,0.405057151,-0.084604662,0.4,1
178059,1.01E+35,2510,0.423363108,-0.025358298,0.4,0.8
178105,1.10E+35,2666,0.575485392,-0.382098582,0.4,0.8
178118,1.01E+35,2594,0.241982853,-0.268165764,1,1
178175,1.01E+35,2398,0.403318549,0.041062783,0.4,1
178193,1.01E+35,2527,0.144339637,-0.396951855,0.8,0.9
178259,1.01E+35,2512,0.281981715,-0.271723293,0.6,0.8
178353,1.01E+35,2538,0.275956213,-0.227920078,0.6,0.6
178494,1.01E+35,2442,0.269679345,-0.255440957,0.6,0.6
178571,1.01E+35,2467,0.423363108,-0.025358298,0.4,1
178845,1.01E+35,2479,0.487019549,0.060565494,0.4,1
179150,1.01E+35,2536,0.559122995,0.098417686,0.4,0.8
179161,1.01E+35,2518,0.411289037,-0.132275122,0.8,1
179433,1.01E+35,2526,0.560253403,0.114372822,0.4,0.8
179503,1.01E+35,2557,0.246498037,-0.216035657,0.8,0.8
179624,1.01E+35,2628,0.296996626,-0.13417399,0.6,1
179690,1.01E+35,2453,0.315718936,-0.151872826,0.6,0.8
179757,1.00E+33,2540,0.296710013,0.096898336,0.8,1
179791,1.01E+35,2597,0.261102244,-0.222287468,0.6,1
180317,1.01E+35,2618,0.176211655,-0.272136297,0.8,1
180562,1.01E+35,2569,0.466333564,0.014656356,0.4,1
180986,1.01E+35,2666,0.685217056,-0.03230255,0.8,0.7
181041,1.00E+33,2573,0.978262162,0.225344433,0.4,0.9
181067,1.01E+35,2489,0.369706493,-0.123805563,0.6,0.9
181343,1.01E+35,2661,0.302214328,-0.162065529,0.8,1
181631,1.00E+35,2721,0.1998,-1.38E-05,1,0.9
181718,1.01E+35,2506,0.785435505,-0.046517087,0.8,0.8
181745,1.00E+35,2671,0.105460391,-0.477970158,1,0.8
181779,1.11E+35,2507,0.597740009,0.397927526,0.4,0.3
182029,1.11E+35,1139,0.444875102,-0.197859111,0.4,1
182354,1.01E+35,1131,0.129842696,-0.428499649,0.8,1
182609,1.01E+35,1167,4.44E-17,-0.46296484,1,0.9
183000,1.01E+35,1163,0.319052562,-0.11761854,0.6,1
183107,1.01E+35,1088,0.490078023,-0.078374356,0.8,1
183267,1.01E+35,1261,0.110754834,-0.356784347,0.8,1
183376,1.11E+35,1093,0.239658021,-0.2745161,0.6,1
183392,1.01E+35,1212,0.234476722,-0.465750156,0.8,1
183641,1.01E+35,1081,0.238024795,-0.220140906,0.6,1
183938,1.00E+35,1179,0.2,-0.095153211,1,1
184075,1.11E+35,1048,0.259271996,-0.274908064,0.6,1
184088,1.01E+35,1185,0.300439909,-0.181956801,0.6,1
184131,1.01E+35,1204,0.2684846,-0.278204622,0.6,1
184296,1.01E+35,1119,0.119286583,-0.350589455,0.8,1
184346,1.11E+35,1116,0.405319765,-0.067432965,0.4,1
184444,1.01E+35,1183,0.056582751,-0.337863318,1,1
184550,1.11E+35,990,0.503427253,0.08297772,0.4,1
184783,1.00E+33,1221,0,-0.220791344,1,1
184828,1.01E+35,1186,0.090930735,-0.51419461,1,1
184868,1.11E+35,1052,0.300340634,-0.368201809,0.6,1
185502,1.11E+35,1164,0.509747525,-0.210793594,0.4,1
185690,1.01E+35,1068,0.399851152,-0.116140128,0.4,1
185710,1.00E+35,1239,0.1998,-1.52E-05,1,0.8
186292,1.01E+35,1133,0.149259116,-0.41190811,0.8,1
186360,1.01E+35,1096,0.853266538,-0.005397912,0.8,1
186426,1.00E+35,1105,0.369197082,-0.290017143,0.6,1
186797,1.01E+35,1130,0.230657142,-0.411485565,0.8,1
186837,1.01E+35,1206,0.276811477,-0.26919663,0.6,1
187055,1.01E+35,1079,0.157535894,-0.391586711,0.8,1
187526,1.01E+35,1161,0.162550109,-0.130277839,0.8,1
187588,1.01E+35,1154,0.296302649,-0.303942917,0.6,0.9
187930,1.01E+35,1157,0.434351206,-0.05115711,0.4,1
188973,1.01E+35,1002,0.597740009,0.397929487,0.4,0.8
189894,1.00E+35,1121,0.42164875,0.22183377,0.6,0.5
189984,1.01E+35,1243,0.314344673,-0.38852731,0.6,0.8
192577,1.01E+35,1191,0.324514346,-0.413775753,0.6,1
193080,1.01E+35,808,0.284372666,-0.103581189,0.6,1
