,Full Design,NFE,TargetRatioObjective,StiffnessObjective,FeasibilityScore,StabilityScore
359105,1.00E+26,368,0.1998,-2.12E-05,1,0.2
359111,1.00E+32,420,0.498845971,0.025805404,0.4,0.9
359113,1.01E+29,214,0.597740009,0.397926753,0.4,0.7
359121,1.00E+35,646,0.1998,-1.49E-05,1,0.7
359122,1.00E+35,166,0.1998,-1.61E-05,1,0.5
359123,1.00E+26,418,0.296710013,0.096886018,0.8,0.4
359127,1.00E+33,588,0.1998,-1.96E-05,1,0.3
359133,1.00E+35,752,0.120713122,-0.25145805,0.8,1
359158,1.00E+32,464,0.2885933,0.050286264,0.6,0.9
359159,1.00E+28,414,0.296710013,0.096891035,0.8,0.5
359169,1.01E+29,334,0.696910013,0.028532772,0.8,0.7
359178,1.00E+31,388,0.296710013,0.096891019,0.8,0.5
359179,1.00E+35,466,0.104753468,-0.293905773,0.8,1
359185,1.00E+35,1256,0.097932559,-0.557847523,1,1
359196,1.00E+21,286,0.296710013,0.096863724,0.8,1.11E-16
359201,1.00E+35,510,0.296710013,0.09689513,0.8,0.5
359202,1.01E+23,448,0.1998,-2.31E-05,1,0.2
359209,1.00E+21,254,0.597740009,0.397923903,0.4,0.5
359217,1.00E+34,0,0.597740009,0.397930618,0.4,0.8
359231,1.00E+26,0,0.1998,-4.39E-05,1,1.11E-16
359249,1.00E+21,422,0.42164875,0.221825629,0.6,0.4
359254,1.00E+33,264,0.262720336,0.011391915,0.6,1
359267,1.10E+34,456,0.296710013,0.096890433,0.8,0.4
359269,1.00E+34,262,0.597740009,0.397925625,0.4,0.5
359303,1.01E+29,318,0.597740009,0.397927215,0.4,0.4
359318,1.00E+35,518,0.296710013,0.096888076,0.8,0.3
359328,1.00E+32,418,0.42164875,0.221834998,0.6,0.6
359350,1.00E+21,356,0.296710013,0.096876518,0.8,1.11E-16
359359,1.00E+31,142,0.42164875,0.221832644,0.6,0.5
359386,1.00E+33,278,0.296710013,0.096891019,0.8,0.5
359403,1.00E+28,350,0.597740009,0.397925125,0.4,0.5
359417,1.10E+33,464,1.33E-16,-0.096096146,1,1
359432,1.00E+32,578,0.096910013,-0.181432841,0.8,1
359455,1.00E+21,224,0.42164875,0.221823302,0.6,0.3
359474,1.00E+35,700,0.149766246,-0.114787457,1,1
359476,1.00E+35,784,0.173879613,-0.507917728,1,0.9
359514,1.00E+35,530,0.170327236,-0.12987963,1,1
359521,1.00E+24,454,0.1998,-2.96E-05,1,0.2
359558,1.11E+27,1448,4.44E-17,-0.365482555,1,0.8
359592,1.00E+35,544,0.495201379,-0.134840198,0.4,1
359596,1.00E+35,528,0.180835335,-0.409548739,0.8,1
359597,1.00E+32,414,0.296710013,0.096895718,0.8,0.5
359602,1.00E+32,674,0.22184875,-0.04725976,0.6,1
359616,1.00E+33,336,0.296710013,0.096894772,0.8,0.5
359669,1.00E+24,324,0.296710013,0.09687899,0.8,1.11E-16
359681,1.00E+35,506,0.518695506,-0.046041649,0.4,1
359682,1.00E+35,486,0.273665931,-0.033101829,0.6,0.5
359729,1.00E+19,490,0.1998,-2.00E-05,1,0.7
359746,1.00E+19,358,0.597740009,0.397926471,0.4,0.7
359759,1.00E+35,556,0.250981221,-0.177442715,0.6,1
359760,1.00E+30,264,0.296710013,0.09686614,0.8,1.11E-16
359767,1.10E+25,370,0.296710013,0.096891439,0.8,0.4
359781,1.10E+33,392,0.296710013,0.096888076,0.8,0.3
359783,1.00E+35,772,0.05816957,-0.395206255,1,0.9
359798,1.10E+33,394,0.296710013,0.096896475,0.8,0.6
359800,1.00E+35,680,0.267620691,-0.474009251,0.8,1
359828,1.00E+35,468,0.248754296,-0.15057591,0.6,0.9
359830,1.00E+19,356,0.296710013,0.096885313,0.8,0.4
359832,1.00E+32,412,0.499244544,0.022697226,0.4,0.9
359843,1.00E+35,744,0.173879613,-0.528457979,1,0.5
359853,1.00E+35,604,0.250417029,-0.106696302,0.6,0.9
359867,1.00E+32,522,0.296710013,0.096877801,0.8,1.11E-16
359910,1.00E+33,398,0.10921968,-0.039844468,0.8,0.9
359930,1.00E+35,794,0.153155806,-0.315228194,0.8,1
359935,1.00E+33,542,0.296710013,0.096887489,0.8,0.2
359952,1.00E+35,686,0.156858974,-0.274484575,0.8,0.9
359955,1.00E+29,354,0.597740009,0.397924487,0.4,0.3
359965,1.00E+32,372,0.1998,-5.30E-05,1,1.11E-16
359976,1.01E+35,454,0.1998,-9.68E-06,1,0.9
359985,1.00E+33,296,0.597740009,0.397929176,0.4,0.9
359989,1.00E+31,570,0.234210154,-0.037084667,0.6,1
360002,1.00E+32,338,0.1998,-2.57E-05,1,1.11E-16
360014,1.00E+26,476,0.296710013,0.096889495,0.8,0.5
360017,1.00E+35,556,0.271192765,-0.180422943,0.6,0.7
360037,1.00E+21,282,0.42164875,0.221833227,0.6,0.5
360054,1.00E+35,542,0.296710013,0.096894772,0.8,0.3
360064,1.00E+35,720,0.330119389,-0.289238984,0.6,1
360078,1.00E+32,430,0.296710013,0.096884566,0.8,0.5
360079,1.00E+35,474,0.1998,-2.40E-05,1,0.4
360146,1.00E+32,384,0.42164875,0.221825629,0.6,0.5
360183,1.00E+24,0,0.296710013,0.096891019,0.8,0.6
360184,1.00E+34,742,0.244669238,-0.319035152,0.8,0.4
360195,1.00E+26,468,0.244669238,-0.319035152,0.8,0.5
360207,1.00E+26,126,0.42184875,-0.055662988,0.6,0.6
360216,1.00E+34,640,0.391804529,-0.351606388,0.6,0.5
360225,1.00E+26,552,0,-0.147058824,1,0.3
360236,1.00E+34,282,0.22184875,-0.045943425,0.6,0.7
360240,1.00E+35,858,0.248434186,-0.421422336,0.8,1
360242,1.00E+26,372,0.1,1.50E-16,1,0.1
360262,100010000,302,0.1998,-5.30E-05,1,1.11E-16
360266,1.00E+34,368,0.296910013,-0.280004388,0.8,0.2
360275,1.00E+34,346,0.42184875,-0.349070514,0.6,0.4
360276,1.00E+35,884,0.169955779,-0.573455138,1,0.7
360278,1.01E+35,1180,0.156316876,-0.563824476,1,0.5
360302,1.10E+25,320,0.42164875,0.221828068,0.6,0.4
360303,1.10E+34,248,0.409595562,0.165641804,0.4,0.8
360324,1.00E+26,304,0.896910013,0.096910013,0.8,0.5
360334,1.00E+35,332,0.1998,-2.57E-05,1,0.4
360338,1.00E+25,210,0.296710013,0.096874652,0.8,1.11E-16
360341,1.00E+32,308,0.096910013,0.00520192,0.8,0.8
360349,1.00E+26,264,0.096910013,-0.020737046,0.8,0.5
360353,1.00E+19,462,0.1998,-3.53E-05,1,0.4
360389,1.00E+35,898,0.148686926,-0.502248117,1,1
360408,1.00E+29,168,0.42184875,0.22184875,0.6,0.6
360409,1.00E+34,754,0.230243346,-0.268572542,0.8,0.8
360438,1.00E+34,202,0.42164875,0.221826813,0.6,0.3
360460,1.00E+35,1102,0.169955779,-0.528478543,1,0.7
360471,1.00E+26,648,2.66E-16,-0.124967485,1,0.6
360521,1.00E+26,200,0.1998,-4.10E-05,1,1.11E-16
360550,1.00E+26,362,0.296910013,-0.280004388,0.8,0.3
360551,1.01E+35,3996,0.101079363,-0.606581162,1,1
360568,1.00E+34,566,0.296910013,-0.280004388,0.8,0.2
360583,1.00E+34,150,0.597940009,-0.051149903,0.4,0.7
360588,1.01E+35,1018,8.88E-17,-0.419760607,1,1
360589,1.00E+34,288,0.597740009,0.397918072,0.4,0.1
360594,1.00E+35,374,0,-0.108646489,1,0.6
360618,1.00E+24,336,0.296710013,0.096880436,0.8,0.4
360638,1.01E+26,328,0.096910013,-0.020737046,0.8,0.6
360642,1.10E+33,0,0.521390521,0.211305496,0.4,1
360643,1.01E+35,1112,0.046234512,-0.391931025,1,0.9
360644,1.01E+35,1100,0.166873014,-0.589402034,1,0.9
360656,1.00E+34,246,0.42184875,-0.063610882,0.6,0.7
360659,1.00E+30,200,0.296710013,0.096893488,0.8,0.7
360664,1.01E+24,204,0.296710013,0.096890433,0.8,0.5
360666,1.01E+35,970,0.136886173,-0.521699461,1,0.9
360733,1.10E+26,612,0,-0.124967485,1,0.5
360751,1.00E+34,240,0.597740009,0.397923483,0.4,0.3
360754,1.00E+34,258,0.244669238,-0.195466215,0.8,0.8
360784,1.00E+34,0,0.597740009,0.397924497,0.4,0.5
360819,1.00E+30,0,0.296710013,0.096885048,0.8,1.11E-16
360839,1.00E+34,242,0.296710013,0.09687899,0.8,0.1
360859,1.10E+24,314,0.42164875,0.221831083,0.6,0.6
360883,1.00E+26,316,0.1998,-3.91E-05,1,1.11E-16
360888,1.00E+34,378,0.244669238,-0.270987079,0.8,0.7
360905,1.00E+26,102,0.597940009,-0.051149903,0.4,0.7
360907,1.00E+24,176,0.296710013,0.096886892,0.8,0.5
360911,1.00E+26,284,0.369607975,-0.100081559,0.6,0.6
360917,1.00E+34,284,0.296710013,0.096886018,0.8,0.4
360920,1.01E+26,222,0.597940009,0.160099144,0.4,0.6
360921,1.00E+26,408,0.1998,-3.10E-05,1,0.2
360936,1.00E+33,178,0.42164875,0.221826813,0.6,0.3
360942,1.00E+35,978,0.201709084,-0.37217061,0.8,0.9
360952,1.00E+34,286,0.369607975,-0.146048343,0.6,0.7
360993,1.00E+34,260,0.597940009,0.120428271,0.4,0.7
361001,1.01E+26,182,0.296710013,0.096883533,0.8,0.2
361021,1.00E+34,276,0.1998,-2.40E-05,1,0.4
361024,1.00E+19,404,0.1998,-4.39E-05,1,1.11E-16
361053,1.00E+33,104,0.296710013,0.096882346,0.8,1.11E-16
361143,1.00E+26,262,0.096910013,0.011160428,0.8,0.7
361149,1.01E+35,1370,4.44E-17,-0.444773079,1,1
361159,1.01E+35,936,0,-0.187070285,1,0.8
361196,1.00E+26,300,0.369607975,-0.194096416,0.6,0.5
361221,1.00E+34,354,0.296910013,-0.180601725,0.8,0.5
361235,1.00E+24,114,0.1998,-2.65E-05,1,0.2
361246,1.00E+33,618,0,-0.108646489,1,0.6
361253,1.00E+34,150,0.1998,-1.77E-05,1,0.5
361354,1.00E+34,224,0.296710013,0.096895718,0.8,0.5
361386,1.00E+34,322,0.296710013,0.09687899,0.8,0.2
361392,1.00E+35,958,0.38231207,-0.405330019,0.6,1
361403,1.00E+23,170,0.42164875,0.22183332,0.6,0.6
361404,1.01E+35,1376,0,-0.169516298,1,0.9
361438,1.00E+24,142,0.296710013,0.096874706,0.8,0.1
361440,1.00E+24,358,0.296710013,0.096886018,0.8,0.2
361494,1.00E+34,198,0.42164875,0.221829186,0.6,0.3
361515,1.10E+24,130,0.42164875,0.221835282,0.6,0.7
361536,1.00E+26,450,1.55E-16,-0.105397001,1,0.6
361557,1.10E+35,354,0.296710013,0.09689184,0.8,0.4
361598,1.00E+34,274,0.42164875,0.221835211,0.6,0.7
361609,1.00E+32,316,0.1998,-2.86E-05,1,0.3
361615,1.00E+26,346,0.296910013,-0.180601725,0.8,0.7
361645,1.00E+35,348,0.296910013,-0.188549619,0.8,0.5
361701,1.00E+26,222,4.44E-16,-0.105397001,1,0.4
361715,1.10E+27,938,0.093063009,-0.28408869,1,0.8
361717,1.00E+34,268,0.597740009,0.397920874,0.4,0.3
361796,1.01E+35,982,0.266035314,-0.474645166,0.8,0.9
361811,1.00E+35,1042,0.136886173,-0.480480731,1,1
361815,1.00E+34,164,0.42164875,0.221832224,0.6,0.7
361823,1.00E+35,186,0.1998,-4.39E-05,1,1.11E-16
361829,1.00E+34,220,0.296910013,-0.227963369,0.8,0.4
361837,1.00E+35,1004,0.248434186,-0.421422336,0.8,1
361843,1.00E+34,398,0.244669238,-0.270987079,0.8,0.6
361850,1.00E+24,274,0.1998,-3.91E-05,1,0.2
361876,1.00E+24,534,0.1998,-3.53E-05,1,0.1
361913,1.00E+34,266,0.42164875,0.221827546,0.6,0.3
361947,1.10E+27,148,0.296710013,0.09689513,0.8,0.7
361959,1.10E+20,0,0.296710013,0.096891439,0.8,0.6
361967,1.00E+26,276,0.1998,-3.53E-05,1,0.2
361968,1.00E+31,268,0.22184875,0.116451749,0.6,0.6
362009,1.00E+33,860,4.00E-16,-0.187070285,1,0.9
362066,1.00E+26,322,0.296710013,0.096892346,0.8,0.6
362085,1.00E+34,410,0.1998,-1.96E-05,1,0.3
362100,1.00E+34,152,0.296710013,0.096886018,0.8,0.5
362121,1.01E+35,1016,0.176918035,-0.577635186,1,0.9
362146,1.00E+32,260,0.1998,-3.53E-05,1,0.1
362161,1.00E+24,128,0.296710013,0.096868977,0.8,1.11E-16
362163,1.00E+32,292,0.296710013,0.096883533,0.8,0.2
362196,1.00E+35,956,0.246026573,-0.415219432,0.8,1
362219,1.00E+26,218,0.1998,-3.10E-05,1,1.11E-16
362234,1.00E+35,856,0.169955779,-0.519644217,1,0.8
362242,1.01E+26,208,0.42164875,0.221831561,0.6,0.4
362277,1.01E+35,1322,0,-0.219166472,1,0.4
362298,1.00E+34,406,0.296710013,0.096884313,0.8,0.3
362312,1.00E+35,888,0.169955779,-0.519644217,1,1
362325,1.00E+34,310,0.42184875,-0.02638561,0.6,0.7
362327,1.01E+26,226,0.1998,-3.53E-05,1,0.2
362330,1.00E+34,146,0.296710013,0.096893488,0.8,0.7
362373,1.00E+34,108,0.296710013,0.096882346,0.8,1.11E-16
362389,1.00E+34,180,0.296910013,-0.180601725,0.8,0.6
362391,1.00E+34,208,0.296910013,-0.16266773,0.8,0.3
362444,1.00E+34,290,0.597940009,-0.089370065,0.4,0.5
362445,1.01E+26,238,0.42164875,0.221832236,0.6,0.7
362452,1.01E+26,202,0.096910013,0.007528022,0.8,0.6
362522,1.00E+24,142,0.296710013,0.096884566,0.8,0.5
362536,1.00E+34,166,0.1998,-3.10E-05,1,1.11E-16
362584,1.00E+24,242,0.296910013,0.096910013,0.8,0.3
362591,1.00E+34,336,0.296710013,0.096892346,0.8,0.5
362620,1.01E+26,118,0.296710013,0.096886892,0.8,0.2
362647,1.00E+34,112,0.42164875,0.221821083,0.6,1.11E-16
362666,1.00E+26,154,0.1998,-2.47E-05,1,0.4
362694,1.00E+29,220,0.597940009,0.120428271,0.4,0.5
362711,1.00E+26,480,0.1998,-2.65E-05,1,0.6
362726,1.01E+26,278,0.42184875,-0.085449927,0.6,0.4
362729,1.10E+26,468,0.096910013,-0.006160653,0.8,0.7
362740,1.00E+35,840,0.17345407,-0.526998701,1,0.9
362786,1.00E+26,140,0.296710013,0.096888809,0.8,0.4
362866,1.00E+31,440,0.1998,-2.96E-05,1,0.3
362875,1.00E+34,342,0.296910013,-0.180601725,0.8,0.6
362878,1.00E+35,0,0.597740009,0.397923042,0.4,0.7
362893,1.10E+33,132,1.127944017,0.159548125,0.6,0.8
362897,1.00E+35,1096,0.169955779,-0.528478543,1,0.7
362899,1.00E+24,114,0.1998,-2.65E-05,1,0.3
362925,1.00E+26,442,0,-0.105397001,1,0.6
362931,1.00E+34,400,0.22184875,-0.107951351,0.6,0.5
362944,1.00E+34,176,0.296710013,0.096882346,0.8,1.11E-16
362945,1.10E+27,526,8.44E-16,-0.108646489,1,0.6
362947,1.00E+32,0,0.597740009,0.397920874,0.4,0.4
362956,1.00E+35,0,0.597740009,0.397923903,0.4,0.4
362959,1.00E+26,694,6.00E-16,-0.124967485,1,0.5
362969,1.00E+26,256,0.296910013,-0.180601725,0.8,0.5
362978,1.00E+31,108,0.597740009,0.397916864,0.4,1.11E-16
363007,1.10E+34,194,0.42184875,-0.237591594,0.6,0.7
363055,1.10E+35,190,0.42184875,-0.063610882,0.6,0.5
363081,1.10E+24,250,0.1998,-2.47E-05,1,0.4
363092,1.10E+26,508,0.096910013,-0.032784816,0.8,0.8
363097,1.00E+35,1038,0.242029562,-0.447406211,0.8,1
363110,1.00E+34,252,0.597740009,0.397926753,0.4,0.7
363148,1.00E+34,244,0.296910013,-0.227963369,0.8,0.4
363149,1.00E+26,120,0.963625434,0.334577152,0.4,0.9
363166,1.00E+26,470,0.1998,-2.40E-05,1,0.5
363185,1.00E+34,442,0.244669238,-0.225020296,0.8,0.6
363221,1.00E+26,282,0.1998,-2.86E-05,1,0.3
363229,1.00E+34,318,0.524222445,0.020112926,0.4,0.7
363252,1.00E+32,254,0.296710013,0.09689184,0.8,0.3
363290,1.00E+35,1070,0.148686926,-0.502248117,1,1
363333,1.00E+34,172,0.42164875,0.221824755,0.6,0.2
363386,1.10E+27,708,0.090821702,-0.194970815,1,0.8
363408,1.00E+34,266,0.42184875,-0.265461324,0.6,0.5
363440,1.00E+34,250,0.42164875,0.221826813,0.6,0.2
363456,1.00E+35,1032,0.38231207,-0.448647333,0.6,0.9
363470,1.00E+24,188,0.42164875,0.221824755,0.6,0.3
363502,1.00E+32,224,0.296710013,0.096886892,0.8,0.3
363528,1.00E+35,0,0.296710013,0.096894491,0.8,0.9
363541,1.00E+34,238,0.296710013,0.096884313,0.8,0.1
363545,1.01E+27,138,0.296710013,0.096893156,0.8,0.6
363590,1.00E+35,986,0.078436304,-0.28408869,1,0.9
363601,1.00E+33,422,0.1998,-2.19E-05,1,0.3
363624,1.00E+33,344,0.1998,-1.96E-05,1,0.4
363635,1.01E+35,636,0.140469275,-0.565803062,1,1
363639,1.01E+35,478,0.11155154,-0.449804496,1,0.8
363648,1.01E+35,248,0.24127663,-0.168022397,0.6,1
363665,1.00E+27,366,0.2,-0.052724117,1,0.7
363700,1.01E+35,434,0.252954014,-0.234872947,0.6,1
363702,1.01E+35,420,0.1998,-1.52E-05,1,0.9
363708,1.01E+35,604,0.227590194,-0.46163761,0.8,0.7
363711,1.01E+35,508,0.273809422,-0.112779647,0.6,1
363716,1.00E+33,224,0.1998,-1.49E-05,1,0.9
363719,1.01E+35,556,0.146709601,-0.465250475,1,1
363746,1.00E+35,0,0.296710013,0.096888076,0.8,0.6
363750,1.10E+14,264,0.296710013,0.096881405,0.8,0.1
363768,1.00E+32,0,0.096910013,0.012820569,0.8,0.5
363773,1.01E+35,382,0.359564117,-0.311529002,0.6,1
363781,1.01E+35,350,0.32635292,-0.306070194,0.6,1
363799,1.00E+26,234,0.1998,-4.39E-05,1,1.11E-16
363802,1.01E+35,326,0.1998,-1.20E-05,1,0.9
363811,1.01E+35,406,0.194914229,-0.402825189,0.8,1
363826,1.01E+35,756,0.050407913,-0.441148133,1,0.8
363836,1.01E+35,512,0.1998,-1.59E-05,1,0.5
363867,1.00E+28,126,0.597740009,0.397928895,0.4,0.5
363874,1.00E+35,116,0.1998,-1.96E-05,1,0.6
363894,1.01E+35,470,0.039481218,-0.363723126,1,1
363913,1.00E+28,202,0.42164875,0.221832236,0.6,0.5
363936,1.01E+35,546,0.068933983,-0.443802391,1,1
363954,1.10E+27,258,0.1998,-2.57E-05,1,0.3
363967,1.01E+35,454,0.019509774,-0.395749703,1,1
363985,1.01E+35,548,0.196910013,-0.421869303,0.8,0.8
364001,1.10E+33,276,0.266247539,-0.15347739,0.8,0.9
364031,1.01E+35,384,0.151006497,-0.264840503,0.8,0.9
364033,1.00E+33,232,0.157163763,-0.076693612,1,1
364039,1.01E+35,354,0.280936075,-0.141755012,0.6,0.9
364050,1.00E+32,156,0.296710013,0.096893488,0.8,0.6
364054,1.01E+35,662,0.030516839,-0.407963518,1,1
364056,1.00E+33,0,0.597740009,0.397929663,0.4,0.8
364107,1.00E+35,458,0.152072757,-0.306039816,0.8,1
364113,1.01E+35,464,0.096910013,-0.304858776,0.8,0.9
364115,1.01E+35,506,0.155488657,-0.29949765,0.8,1
364128,1.01E+35,648,0.07876078,-0.436283194,1,1
364141,1.01E+35,798,0.114644661,-0.562638006,1,0.8
364156,1.00E+32,140,0.527953655,0.216867974,0.4,0.9
364157,1.00E+33,288,0.6,-0.040727677,1,0.7
364171,1.10E+33,370,0.099879708,-0.097731061,0.8,1
364179,1.01E+35,522,0.147317926,-0.34423812,0.8,0.8
364193,1.01E+35,426,0.336122725,-0.284788923,0.6,1
364217,1.00E+26,308,0.1998,-2.00E-05,1,0.5
364219,1.01E+35,336,0.296710013,0.096898547,0.8,0.9
364224,1.00E+35,346,0.1998,-1.30E-05,1,0.8
364242,1.00E+13,124,0.296710013,0.096860082,0.8,1.11E-16
364256,1.00E+33,274,0.597740009,0.39792839,0.4,0.9
364262,1.01E+35,426,0.061840642,-0.436850023,1,1
364271,1.01E+35,372,0.134504673,-0.486194408,1,1
364280,1.00E+33,140,0.1998,-1.73E-05,1,0.7
364299,1.10E+33,180,0.269336799,-0.026697408,0.8,0.8
364311,1.01E+27,206,0.1998,-1.43E-05,1,0.7
364325,1.01E+35,574,0.11344465,-0.512738255,1,1
364338,1.01E+35,454,0.10237703,-0.459092025,1,1
364346,1.01E+33,356,0.355253855,-0.097366577,0.8,1
364354,1.10E+27,578,0.027102981,-0.12987963,1,0.9
364355,1.00E+35,0,0.597740009,0.397925125,0.4,0.7
364379,1.00E+13,134,0.296710013,0.096882346,0.8,1.11E-16
364384,1.00E+33,118,0.42164875,0.221830026,0.6,0.1
364390,1.01E+35,592,0.214985176,-0.386957491,0.8,0.8
364434,1.01E+35,412,0.010094899,-0.378874047,1,1
364438,1.00E+26,286,0.1998,-2.40E-05,1,0.5
364452,1.01E+35,360,0.1998,-1.24E-05,1,0.9
364453,1.01E+35,528,0.304691462,-0.275820448,0.6,0.6
364509,1.01E+35,918,0.07759225,-0.512738255,1,0.8
364514,1.01E+35,788,0,-0.423824823,1,0.9
364532,1.00E+33,214,0.1998,-1.55E-05,1,0.8
364539,1.00E+35,658,0.07759225,-0.512738255,1,1
364547,1.01E+35,660,0.13137085,-0.524591654,1,0.6
364597,1.01E+27,200,0.296710013,0.096896963,0.8,0.7
364598,1.00E+35,0,0.459717275,0.009920242,0.4,1
364648,1.00E+33,132,0.801238966,0.218419711,0.4,1
364651,1.01E+35,460,0.117129221,-0.102740901,1,0.6
364662,1.00E+33,278,0.367054516,-0.122693683,1,1
364663,1.01E+35,458,0.35286998,-0.319250641,0.6,1
364695,1.01E+35,694,0.105460391,-0.459686642,1,0.8
364700,1.01E+35,438,0.142064785,-0.414798823,1,1
364707,1.01E+35,416,0.253536723,-0.349925013,0.8,1
364717,1.01E+35,448,0.349706785,-0.293798742,0.6,0.8
364720,1.00E+33,318,0.2,1.71E-16,1,0.3
364722,1.10E+33,0,0.597740009,0.397928895,0.4,0.7
364728,1.00E+33,312,0.597740009,0.397929402,0.4,0.9
364743,1.00E+33,214,2.195263319,0.364204038,0.4,0.7
364744,1.10E+33,626,2.66E-16,-0.190306421,1,1
364783,1.01E+35,468,0.018550194,-0.383764922,1,0.9
364804,1.10E+33,324,0.196910013,-0.123881331,0.8,0.8
364831,1.00E+33,336,0.296710013,0.096896475,0.8,0.9
364837,1.01E+11,186,0.1998,-4.39E-05,1,1.11E-16
364852,1.01E+29,298,0.42164875,0.221835963,0.6,0.8
364863,1.10E+33,226,0.499765427,0.074589129,0.4,1
364898,1.10E+33,242,0.246088309,0.044232816,0.6,1
364901,1.11E+34,360,0.562134845,-0.032184246,0.4,0.8
364914,1.00E+27,158,0.597740009,0.397928228,0.4,0.7
364941,1.01E+35,284,0.219828314,-0.359565709,0.8,1
364969,1.01E+12,352,0.296710013,0.096891439,0.8,0.4
364974,1.00E+33,362,0.199663138,-0.14297089,0.8,1
364991,1.01E+35,584,0.159794434,-0.343265489,0.8,1
365005,1.01E+35,256,0.329510943,-0.171811631,0.6,1
365024,1.00E+35,452,0.1998,-2.77E-05,1,0.1
365037,1.10E+33,278,0.334723742,-0.157144075,0.6,1
365051,1.01E+35,498,0.047308807,-0.426435886,1,1
365055,1.00E+28,182,0.1998,-2.40E-05,1,0.5
365077,1.00E+33,250,0.1998,-1.91E-05,1,0.5
365088,1.01E+35,424,0.433792409,-0.040641113,0.4,0.8
365094,1.01E+35,690,0.133521707,-0.521735915,1,1
365107,1.00E+30,124,0.296710013,0.09689184,0.8,0.3
365110,1.10E+33,428,0.117620691,-0.150960022,0.8,1
365113,1.01E+35,254,0.554500137,-0.148318584,0.4,0.7
365136,1.00E+33,464,0.17345908,-0.15515701,1,0.8
365141,1.01E+35,638,0.2,-0.528741277,1,0.7
365142,1.01E+35,786,0.093716231,-0.435904109,1,0.8
365218,1.00E+13,164,0.1998,-7.49E-05,1,1.11E-16
365226,1.00E+35,490,0.32184875,-0.220006457,0.6,0.8
365259,1.01E+35,576,0.1,-0.499869938,1,0.6
365262,1.01E+26,150,0.583654294,0.397940009,0.4,0.6
365283,1.00E+33,222,0.296710013,0.096896253,0.8,0.7
365284,1.01E+35,398,0.323127417,-0.27671095,0.6,1
365306,1.01E+35,514,0.199339539,-0.358839479,0.8,1
365314,1.01E+35,432,0.322773065,-0.380486743,0.6,1
365320,1.01E+35,610,0.113823944,-0.281964034,0.8,1
365330,1.10E+35,130,0.42164875,0.221835626,0.6,0.4
365378,1.00E+33,172,0.296710013,0.096894862,0.8,0.7
365402,1.01E+35,376,0.448612309,0.024437706,0.4,1
365410,1.01E+35,430,0.149162349,-0.402488794,1,1
365415,1.10E+32,202,0.319358985,0.025847852,0.6,0.7
365447,1.00E+33,470,0.054603905,-0.209781678,1,1
365458,1.00E+33,216,0.269336799,-0.012688964,0.8,1
365466,1.00E+26,280,0.1998,-3.91E-05,1,0.1
365471,1.01E+35,516,0.270096872,-0.43540291,0.8,1
365473,1.00E+33,246,0.1998,-1.86E-05,1,0.6
365475,1.01E+29,194,0.1998,-1.96E-05,1,0.6
365476,1.00E+32,326,0.296710013,0.096888809,0.8,0.3
365480,1.01E+35,876,0.002137929,-0.406760189,1,0.9
365503,1.01E+35,260,0.280517122,-0.130244763,0.6,0.9
365508,1.01E+35,380,0.438762158,-0.060437019,0.4,1
365520,1.01E+29,0,2.292145837,0.189824976,0.6,0.6
365566,1.00E+35,170,0.296710013,0.096885993,0.8,1.11E-16
365608,1.00E+33,240,1.60286545,0.063698408,0.8,0.7
365626,1.01E+35,314,0.296710013,0.096893369,0.8,0.5
365627,1.10E+33,104,1.228280863,0.026961659,0.8,0.7
365634,1.01E+35,728,0,-0.245671862,1,0.9
365644,1.01E+35,442,0.177222505,-0.331154201,0.8,1
365663,1.01E+35,404,0.243875746,-0.410792103,0.8,1
365682,1.00E+33,220,0.335057297,0.153486174,0.6,1
365704,1.01E+33,346,0.445127013,-0.061236119,0.8,1
365718,1.00E+33,256,0.968759712,0.111969956,0.6,0.9
365727,1.00E+33,196,0.223917291,0.058767882,0.6,0.9
365753,1.10E+35,0,0.597740009,0.397925714,0.4,0.4
365759,1.00E+33,392,0.482842712,-0.099163389,1,0.6
365791,1.01E+27,0,0.1998,-1.52E-05,1,0.7
365829,1.01E+35,382,0.381073652,-0.291365488,0.6,1
365836,1.10E+33,340,0.42184875,-0.155065652,0.6,0.5
365872,1.00E+33,206,0.264898983,-0.043596936,0.6,1
365903,1.01E+35,264,0.42164875,0.22183857,0.6,0.9
365922,1.00E+33,166,0.696910013,0.023123603,0.8,0.4
365930,1.01E+35,760,0.097808335,-0.49100271,1,0.6
365934,1.00E+33,272,1.192345889,0.339618653,0.4,1
365935,1.00E+35,494,0.1998,-2.34E-05,1,0.2
365959,1.00E+35,154,0.42164875,0.2218357,0.6,0.9
366004,1.01E+35,536,0.278591737,-0.323453499,0.8,1
366021,1.00E+33,244,0.296710013,0.096893046,0.8,0.5
366024,1.01E+29,348,0.250686389,0.010103797,0.8,0.5
366057,1.01E+35,434,0.216767751,-0.383636667,0.8,0.8
366086,1.00E+33,294,0.1998,-1.41E-05,1,0.8
366091,1.10E+24,410,0.1998,-1.58E-05,1,0.7
366113,1.00E+21,334,0.42164875,0.221825605,0.6,0.4
366130,1.00E+34,0,0.597740009,0.397927593,0.4,0.4
366155,1.00E+33,392,0.282842712,-0.115830213,1,0.4
366160,1.10E+33,258,0.597740009,0.397919805,0.4,0.3
366161,1.01E+35,358,0.545316611,-0.058163316,0.4,1
